,Date,Time,Theoretical_Power_Curve (KWh),Wind Direction (°),LV ActivePower (kW),Wind Speed (m/s),Temperature (K),Pressure (Pa),Roughness_length (m)
79,2018-04-01,07:00:00,1620.25783272867,215.366104125976,1693.27099609375,8.15549182891845,258.52,100838.0,0.15
80,2018-04-01,08:00:00,2516.4782958867604,198.772003173828,2362.26293945312,9.59900379180908,258.46,100787.0,0.15
81,2018-04-01,09:00:00,362.62797589506897,195.176406860351,332.48208618164,5.106607913970941,258.84,100757.0,0.15
82,2018-04-01,13:00:00,0.0,153.85560607910102,0.0,2.47681593894958,259.57,100724.0,0.15
83,2018-04-01,14:00:00,0.0,106.450302124023,0.0,2.4848780632019,260.28,100683.0,0.15
84,2018-04-01,15:00:00,376.3091657112941,81.8731002807617,0.0,5.1600317955017,260.81,100647.0,0.15
85,2018-04-01,16:00:00,406.357731228394,47.264171600341705,338.650085449218,5.274309158325191,260.97,100616.0,0.15
86,2018-04-01,17:00:00,1020.60883258414,52.7889289855957,1012.67602539062,7.010248184204099,260.72,100589.0,0.15
87,2018-04-01,18:00:00,838.617786316946,40.3651695251464,871.51123046875,6.5824408531188885,260.21,100554.0,0.15
88,2018-04-01,19:00:00,1047.20196551832,33.4983406066894,1190.81604003906,7.06866693496704,259.71,100512.0,0.15
89,2018-04-01,20:00:00,444.919796023103,41.6153717041015,462.769897460937,5.4151520729064915,259.41,100467.0,0.15
90,2018-04-01,21:00:00,709.6956846328461,42.0880088806152,703.722106933593,6.24469423294067,259.29,100431.0,0.15
91,2018-04-01,22:00:00,497.350886354553,23.5009498596191,470.200103759765,5.597032070159909,259.2,100399.0,0.15
92,2018-04-01,23:00:00,707.326292982995,30.0023193359375,688.835815429687,6.23816680908203,259.19,100364.0,0.15
93,2018-05-01,00:00:00,827.5119849638271,12.580470085144,845.205017089843,6.5545940399169895,259.12,100326.0,0.15
94,2018-05-01,01:00:00,895.215030395601,7.876725196838371,933.423217773437,6.72106218338012,259.13,100291.0,0.15
95,2018-05-01,02:00:00,767.0202867068961,32.3004989624023,723.1392211914059,6.39893102645874,259.18,100256.0,0.15
96,2018-05-01,03:00:00,153.473005494325,30.182540893554602,130.767105102539,4.16093921661376,259.3,100220.0,0.15
97,2018-05-01,04:00:00,208.180679196511,29.7468204498291,183.669998168945,4.434104919433589,259.49,100181.0,0.15
98,2018-05-01,05:00:00,456.789983064642,12.408329963684,435.02639770507795,5.45726490020751,260.12,100140.0,0.15
99,2018-05-01,06:00:00,98.8175560537966,29.3313694000244,78.11549377441399,3.83692789077758,259.86,100091.0,0.15
100,2018-05-01,07:00:00,124.293036633509,52.0921211242675,90.014907836914,3.9805350303649902,259.69,100042.0,0.15
101,2018-05-01,08:00:00,82.71048743224308,69.5399627685546,55.4453506469726,3.7348160743713295,259.51,99998.2,0.15
102,2018-05-01,09:00:00,0.0,99.7596817016601,0.0,1.73819303512573,259.38,99948.1,0.15
103,2018-05-01,10:00:00,0.0,40.3322715759277,0.0,2.0590839385986297,259.13,99886.7,0.15
104,2018-05-01,11:00:00,0.0,24.338279724120998,0.0,1.3707280158996498,258.83,99818.8,0.15
105,2018-05-01,12:00:00,43.35797330763761,308.27490234375,0.0,3.41804099082946,259.28,99756.1,0.15
106,2018-05-01,13:00:00,0.0,308.31201171875,0.0,2.1746571063995304,259.86,99696.6,0.15
107,2018-05-01,14:00:00,0.0,261.11968994140597,0.0,2.17363405227661,260.45,99642.5,0.15
108,2018-05-01,15:00:00,0.0,253.393096923828,0.0,1.76803004741668,260.89,99582.7,0.15
109,2018-05-01,16:00:00,0.0,236.88690185546798,0.0,2.63357496261596,261.09,99521.3,0.15
110,2018-05-01,17:00:00,25.718991696111498,241.49690246582,0.0,3.20185494422912,260.76,99471.2,0.15
111,2018-05-01,18:00:00,0.0,222.74510192871003,0.0,2.82568001747131,260.18,99432.7,0.15
112,2018-05-01,19:00:00,0.0,224.892395019531,0.0,2.44991397857666,259.58,99403.5,0.15
113,2018-05-01,20:00:00,0.0,253.553497314453,0.0,2.2890191078186004,259.18,99363.6,0.15
114,2018-05-01,21:00:00,0.0,238.510604858398,0.0,2.33049702644348,258.89,99323.1,0.15
115,2018-05-01,22:00:00,0.0,231.913604736328,0.0,1.45237302780151,258.74,99287.1,0.15
116,2018-05-01,23:00:00,0.0,227.876495361328,0.0,1.38649201393127,258.63,99238.3,0.15
117,2018-06-01,00:00:00,0.0,215.698104858398,0.0,0.5288957953453061,258.54,99190.8,0.15
118,2018-06-01,01:00:00,0.0,140.09129333496,0.0,0.772655725479125,258.53,99160.1,0.15
119,2018-06-01,02:00:00,0.0,215.384796142578,0.0,0.736934721469879,258.58,99141.2,0.15
120,2018-06-01,03:00:00,0.0,277.847595214843,0.0,1.5526189804077102,258.81,99130.9,0.15
121,2018-06-01,04:00:00,0.0,129.124694824218,0.0,0.52127331495285,259.15,99127.4,0.15
122,2018-06-01,05:00:00,70.1004561332411,134.456497192382,0.0,3.6463189125061,260.33,99128.5,0.15
123,2018-06-01,06:00:00,0.0,354.765686035156,0.0,1.41382896900177,260.22,99105.7,0.15
124,2018-06-01,07:00:00,0.0,182.570602416992,0.0,0.865311384201049,260.38,99078.1,0.15
