,Date,Time,Temperature (K),Wind_speed (m/s),Pressure (Pa),Roughness_length (m)
2498,2018-04-15,04:00:00,278.47,7.167619999999999,100406.0,0.15
2499,2018-04-15,05:00:00,278.21,7.83931,100439.0,0.15
2500,2018-04-15,06:00:00,277.99,8.01861,100462.0,0.15
2501,2018-04-15,07:00:00,277.8,7.7787,100480.0,0.15
2502,2018-04-15,08:00:00,277.88,7.73165,100480.0,0.15
2503,2018-04-15,09:00:00,278.41,7.20437,100476.0,0.15
2504,2018-04-15,10:00:00,279.57,7.363339999999999,100456.0,0.15
2505,2018-04-15,11:00:00,281.12,7.97785,100448.0,0.15
2506,2018-04-15,12:00:00,282.76,8.08173,100436.0,0.15
2507,2018-04-15,13:00:00,284.41,8.1359,100417.0,0.15
2508,2018-04-15,14:00:00,285.68,8.72754,100397.0,0.15
2509,2018-04-15,15:00:00,286.51,8.96727,100381.0,0.15
2510,2018-04-15,16:00:00,286.82,8.07555,100386.0,0.15
2511,2018-04-15,17:00:00,286.56,8.59275,100382.0,0.15
2512,2018-04-15,18:00:00,285.64,7.54568,100393.0,0.15
2513,2018-04-15,19:00:00,284.06,5.94934,100416.0,0.15
2514,2018-04-15,20:00:00,282.47,5.19529,100449.0,0.15
2515,2018-04-15,21:00:00,281.2,5.2176599999999995,100488.0,0.15
2516,2018-04-15,22:00:00,280.26,5.75341,100528.0,0.15
2517,2018-04-15,23:00:00,279.41,6.25742,100584.0,0.15
2518,2018-04-15,00:00:00,278.56,6.05986,100631.0,0.15
2519,2018-04-16,01:00:00,277.64,5.63393,100672.0,0.15
2520,2018-04-16,02:00:00,276.91,5.05237,100711.0,0.15
2521,2018-04-16,03:00:00,276.29,4.85457,100756.0,0.15
2522,2018-04-16,04:00:00,275.63,4.67279,100803.0,0.15
2523,2018-04-16,05:00:00,275.11,4.985180000000001,100826.0,0.15
2524,2018-04-16,06:00:00,274.64,5.064019999999999,100837.0,0.15
2525,2018-04-16,07:00:00,274.37,5.57256,100845.0,0.15
2526,2018-04-16,08:00:00,275.39,5.62228,100838.0,0.15
2527,2018-04-16,09:00:00,277.15,6.02842,100812.0,0.15
2528,2018-04-16,10:00:00,278.81,7.232989999999999,100788.0,0.15
2529,2018-04-16,11:00:00,280.01,7.15602,100789.0,0.15
2530,2018-04-16,12:00:00,281.31,8.70858,100800.0,0.15
2531,2018-04-16,13:00:00,282.03,8.36289,100812.0,0.15
2532,2018-04-16,14:00:00,282.39,9.21015,100819.0,0.15
2533,2018-04-16,15:00:00,282.43,8.985710000000001,100847.0,0.15
2534,2018-04-16,16:00:00,282.44,8.2853,100893.0,0.15
2535,2018-04-16,17:00:00,282.23,8.448269999999999,100919.0,0.15
2536,2018-04-16,18:00:00,282.25,7.004639999999999,100930.0,0.15
2537,2018-04-16,19:00:00,281.58,5.77199,100948.0,0.15
2538,2018-04-16,20:00:00,280.35,5.17312,100982.0,0.15
2539,2018-04-16,21:00:00,279.68,5.1199699999999995,101011.0,0.15
2540,2018-04-16,22:00:00,279.13,5.37568,101019.0,0.15
2541,2018-04-16,23:00:00,278.63,4.7935300000000005,101043.0,0.15
2542,2018-04-16,00:00:00,278.11,5.320930000000001,101080.0,0.15
2543,2018-04-17,01:00:00,277.52,4.370430000000001,101121.0,0.15
2544,2018-04-17,02:00:00,276.82,4.71494,101163.0,0.15
2545,2018-04-17,03:00:00,276.06,4.06214,101208.0,0.15
2546,2018-04-17,04:00:00,275.43,4.36324,101259.0,0.15
2547,2018-04-17,05:00:00,274.92,3.97508,101303.0,0.15
2548,2018-04-17,06:00:00,274.56,4.46478,101319.0,0.15
2549,2018-04-17,07:00:00,274.46,3.309452,101316.0,0.15
2550,2018-04-17,08:00:00,275.19,3.772111,101296.0,0.15
2551,2018-04-17,09:00:00,276.94,3.7847,101269.0,0.15
2552,2018-04-17,10:00:00,278.97,4.46558,101240.0,0.15
2553,2018-04-17,11:00:00,280.85,5.21622,101210.0,0.15
2554,2018-04-17,12:00:00,282.7,5.33566,101171.0,0.15
2555,2018-04-17,13:00:00,284.15,5.4099900000000005,101124.0,0.15
2556,2018-04-17,14:00:00,285.18,5.2729099999999995,101069.0,0.15
2557,2018-04-17,15:00:00,285.9,5.21593,101009.0,0.15
2558,2018-04-17,16:00:00,286.17,4.52187,100963.0,0.15
2559,2018-04-17,17:00:00,286.02,5.03603,100912.0,0.15
2560,2018-04-17,18:00:00,285.38,4.455080000000001,100887.0,0.15
2561,2018-04-17,19:00:00,284.31,3.38749,100879.0,0.15
2562,2018-04-17,20:00:00,282.68,3.67087,100887.0,0.15
2563,2018-04-17,21:00:00,281.4,4.41531,100894.0,0.15
2564,2018-04-17,22:00:00,280.49,4.41956,100870.0,0.15
2565,2018-04-17,23:00:00,279.75,3.95977,100853.0,0.15
2566,2018-04-17,00:00:00,279.1,4.25018,100840.0,0.15
2567,2018-04-18,01:00:00,278.53,4.97363,100829.0,0.15
2568,2018-04-18,02:00:00,277.92,5.10497,100825.0,0.15
2569,2018-04-18,03:00:00,277.37,4.80034,100826.0,0.15
2570,2018-04-18,04:00:00,276.85,4.37124,100824.0,0.15
2571,2018-04-18,05:00:00,276.4,4.825419999999999,100800.0,0.15
2572,2018-04-18,06:00:00,275.99,4.8908,100764.0,0.15
2573,2018-04-18,07:00:00,275.8,3.8565699999999996,100721.0,0.15
2574,2018-04-18,08:00:00,276.71,4.4189,100668.0,0.15
2575,2018-04-18,09:00:00,278.7,4.04219,100613.0,0.15
2576,2018-04-18,10:00:00,280.94,3.6299699999999997,100550.0,0.15
2577,2018-04-18,11:00:00,283.35,3.63595,100499.0,0.15
2578,2018-04-18,12:00:00,285.57,4.34071,100436.0,0.15
2579,2018-04-18,13:00:00,287.35,4.00605,100361.0,0.15
2580,2018-04-18,14:00:00,288.62,4.63952,100275.0,0.15
2581,2018-04-18,15:00:00,289.36,5.13705,100205.0,0.15
2582,2018-04-18,16:00:00,289.65,5.25482,100164.0,0.15
2583,2018-04-18,17:00:00,289.31,6.00098,100113.0,0.15
2584,2018-04-18,18:00:00,288.65,5.32,100087.0,0.15
2585,2018-04-18,19:00:00,287.07,4.29925,100077.0,0.15
2586,2018-04-18,20:00:00,285.08,4.67469,100082.0,0.15
2587,2018-04-18,21:00:00,283.57,3.72811,100097.0,0.15
2588,2018-04-18,22:00:00,282.44,4.62346,100104.0,0.15
2589,2018-04-18,23:00:00,281.52,4.8133,100117.0,0.15
2590,2018-04-18,00:00:00,280.56,5.1133,100114.0,0.15
2591,2018-04-19,01:00:00,279.71,5.17997,100121.0,0.15
2592,2018-04-19,02:00:00,278.81,5.69393,100139.0,0.15
2593,2018-04-19,03:00:00,278.15,5.07086,100168.0,0.15
2594,2018-04-19,04:00:00,277.5,5.30066,100221.0,0.15
2595,2018-04-19,05:00:00,276.99,5.76839,100282.0,0.15
2596,2018-04-19,06:00:00,276.48,5.3333900000000005,100347.0,0.15
2597,2018-04-19,07:00:00,276.21,5.26355,100399.0,0.15
2598,2018-04-19,08:00:00,277.16,5.062869999999999,100432.0,0.15
2599,2018-04-19,09:00:00,278.95,5.58122,100453.0,0.15
2600,2018-04-19,10:00:00,280.83,6.0339599999999995,100451.0,0.15
2601,2018-04-19,11:00:00,282.77,6.6223399999999994,100441.0,0.15
2602,2018-04-19,12:00:00,284.29,6.915960000000001,100424.0,0.15
2603,2018-04-19,13:00:00,285.4,5.90831,100405.0,0.15
2604,2018-04-19,14:00:00,285.93,6.49025,100388.0,0.15
2605,2018-04-19,15:00:00,286.01,6.46315,100371.0,0.15
2606,2018-04-19,16:00:00,286.21,6.08941,100371.0,0.15
2607,2018-04-19,17:00:00,285.86,5.954330000000001,100367.0,0.15
2608,2018-04-19,18:00:00,285.14,5.70118,100371.0,0.15
2609,2018-04-19,19:00:00,284.45,4.6373,100385.0,0.15
2610,2018-04-19,20:00:00,283.27,4.6441300000000005,100414.0,0.15
2611,2018-04-19,21:00:00,282.28,3.9729699999999997,100446.0,0.15
2612,2018-04-19,22:00:00,281.56,4.4354,100454.0,0.15
2613,2018-04-19,23:00:00,280.95,4.1783,100458.0,0.15
2614,2018-04-19,00:00:00,280.41,4.330019999999999,100461.0,0.15
2615,2018-04-20,01:00:00,279.99,4.381819999999999,100465.0,0.15
2616,2018-04-20,02:00:00,279.63,4.86256,100465.0,0.15
2617,2018-04-20,03:00:00,279.03,4.10813,100450.0,0.15
2618,2018-04-20,04:00:00,278.26,3.90631,100443.0,0.15
2619,2018-04-20,05:00:00,277.65,4.0913,100453.0,0.15
2620,2018-04-20,06:00:00,277.4,3.68249,100471.0,0.15
2621,2018-04-20,07:00:00,277.32,4.0926,100481.0,0.15
2622,2018-04-20,08:00:00,278.14,4.07371,100476.0,0.15
2623,2018-04-20,09:00:00,279.54,3.79425,100462.0,0.15
2624,2018-04-20,10:00:00,281.44,3.6337800000000002,100430.0,0.15
2625,2018-04-20,11:00:00,283.52,2.822309,100363.0,0.15
2626,2018-04-20,12:00:00,285.61,3.7334,100279.0,0.15
2627,2018-04-20,13:00:00,287.12,4.90876,100195.0,0.15
2628,2018-04-20,14:00:00,288.13,5.75079,100109.0,0.15
2629,2018-04-20,15:00:00,288.78,5.05826,100023.0,0.15
2630,2018-04-20,16:00:00,287.75,6.54053,99964.6,0.15
2631,2018-04-20,17:00:00,287.54,5.76645,99910.6,0.15
2632,2018-04-20,18:00:00,287.09,7.034669999999999,99885.7,0.15
2633,2018-04-20,19:00:00,286.12,7.255730000000001,99893.9,0.15
2634,2018-04-20,20:00:00,284.08,5.60757,99906.5,0.15
2635,2018-04-20,21:00:00,283.72,6.33139,99944.5,0.15
2636,2018-04-20,22:00:00,283.66,7.1803300000000005,99985.8,0.15
2637,2018-04-20,23:00:00,282.68,8.38839,100038.0,0.15
2638,2018-04-20,00:00:00,280.98,7.938219999999999,100079.0,0.15
2639,2018-04-21,01:00:00,280.0,7.339639999999999,100104.0,0.15
2640,2018-04-21,02:00:00,278.7,5.23784,100125.0,0.15
2641,2018-04-21,03:00:00,277.39,4.86841,100136.0,0.15
2642,2018-04-21,04:00:00,276.68,6.1490599999999995,100156.0,0.15
2643,2018-04-21,05:00:00,276.14,6.47496,100173.0,0.15
2644,2018-04-21,06:00:00,275.65,6.366569999999999,100190.0,0.15
2645,2018-04-21,07:00:00,275.35,6.18075,100198.0,0.15
2646,2018-04-21,08:00:00,276.22,6.23402,100185.0,0.15
2647,2018-04-21,09:00:00,277.8,7.5963199999999995,100156.0,0.15
2648,2018-04-21,10:00:00,279.64,8.6304,100114.0,0.15
2649,2018-04-21,11:00:00,281.25,8.8862,100064.0,0.15
2650,2018-04-21,12:00:00,281.96,9.68591,100034.0,0.15
2651,2018-04-21,13:00:00,283.19,10.01159,100001.0,0.15
2652,2018-04-21,14:00:00,281.64,9.5024,100005.0,0.15
2653,2018-04-21,15:00:00,281.22,8.65938,100010.0,0.15
2654,2018-04-21,16:00:00,280.29,9.57351,100050.0,0.15
2655,2018-04-21,17:00:00,280.59,9.48064,100050.0,0.15
2656,2018-04-21,18:00:00,279.43,9.82554,100076.0,0.15
2657,2018-04-21,19:00:00,278.38,10.20554,100162.0,0.15
2658,2018-04-21,20:00:00,277.6,10.170010000000001,100239.0,0.15
2659,2018-04-21,21:00:00,276.55,9.17628,100280.0,0.15
2660,2018-04-21,22:00:00,276.58,9.096969999999999,100294.0,0.15
2661,2018-04-21,23:00:00,275.92,8.20308,100300.0,0.15
2662,2018-04-21,00:00:00,274.94,7.82211,100330.0,0.15
2663,2018-04-22,01:00:00,274.87,8.40284,100357.0,0.15
2664,2018-04-22,02:00:00,275.1,7.87345,100400.0,0.15
2665,2018-04-22,03:00:00,275.24,7.9610199999999995,100457.0,0.15
2666,2018-04-22,04:00:00,275.22,7.460780000000001,100525.0,0.15
2667,2018-04-22,05:00:00,274.99,7.5692699999999995,100595.0,0.15
2668,2018-04-22,06:00:00,274.8,6.3545300000000005,100648.0,0.15
2669,2018-04-22,07:00:00,274.61,6.3307400000000005,100677.0,0.15
2670,2018-04-22,08:00:00,274.77,6.21563,100684.0,0.15
2671,2018-04-22,09:00:00,276.0,6.16058,100659.0,0.15
2672,2018-04-22,10:00:00,277.88,6.7797,100628.0,0.15
2673,2018-04-22,11:00:00,279.57,6.852239999999999,100598.0,0.15
2674,2018-04-22,12:00:00,281.11,6.4412400000000005,100577.0,0.15
2675,2018-04-22,13:00:00,282.45,7.419410000000001,100558.0,0.15
2676,2018-04-22,14:00:00,283.4,7.239269999999999,100532.0,0.15
2677,2018-04-22,15:00:00,284.1,6.87597,100514.0,0.15
2678,2018-04-22,16:00:00,283.65,6.9909300000000005,100520.0,0.15
2679,2018-04-22,17:00:00,283.35,7.01341,100510.0,0.15
2680,2018-04-22,18:00:00,283.19,7.40543,100509.0,0.15
2681,2018-04-22,19:00:00,282.28,7.61838,100539.0,0.15
2682,2018-04-22,20:00:00,280.44,6.455080000000001,100589.0,0.15
2683,2018-04-22,21:00:00,278.49,5.35091,100634.0,0.15
2684,2018-04-22,22:00:00,277.42,5.09751,100646.0,0.15
2685,2018-04-22,23:00:00,276.84,3.22898,100652.0,0.15
2686,2018-04-22,00:00:00,276.75,3.000957,100652.0,0.15
2687,2018-04-23,01:00:00,275.91,3.66548,100667.0,0.15
2688,2018-04-23,02:00:00,275.26,3.93205,100691.0,0.15
2689,2018-04-23,03:00:00,274.64,4.39156,100715.0,0.15
2690,2018-04-23,04:00:00,274.4,4.24585,100754.0,0.15
2691,2018-04-23,05:00:00,274.15,4.045669999999999,100803.0,0.15
2692,2018-04-23,06:00:00,273.8,3.69006,100849.0,0.15
2693,2018-04-23,07:00:00,273.54,3.39301,100885.0,0.15
2694,2018-04-23,08:00:00,273.82,3.76937,100907.0,0.15
2695,2018-04-23,09:00:00,275.82,4.13261,100915.0,0.15
2696,2018-04-23,10:00:00,278.18,4.17571,100902.0,0.15
2697,2018-04-23,11:00:00,280.55,4.1258,100881.0,0.15
2698,2018-04-23,12:00:00,282.57,3.90233,100849.0,0.15
2699,2018-04-23,13:00:00,284.14,4.38049,100797.0,0.15
2700,2018-04-23,14:00:00,285.08,3.9761,100738.0,0.15
2701,2018-04-23,15:00:00,285.65,4.23795,100701.0,0.15
2702,2018-04-23,16:00:00,285.79,4.31785,100690.0,0.15
2703,2018-04-23,17:00:00,285.5,4.76041,100680.0,0.15
2704,2018-04-23,18:00:00,284.85,4.64433,100676.0,0.15
2705,2018-04-23,19:00:00,283.84,4.20268,100684.0,0.15
2706,2018-04-23,20:00:00,281.99,4.34403,100709.0,0.15
2707,2018-04-23,21:00:00,280.44,4.10227,100743.0,0.15
2708,2018-04-23,22:00:00,279.35,4.199380000000001,100767.0,0.15
2709,2018-04-23,23:00:00,278.37,4.51221,100794.0,0.15
2710,2018-04-23,00:00:00,277.74,4.1463,100815.0,0.15
2711,2018-04-24,01:00:00,277.16,4.39818,100840.0,0.15
2712,2018-04-24,02:00:00,276.71,3.76146,100871.0,0.15
2713,2018-04-24,03:00:00,276.6,3.97135,100923.0,0.15
2714,2018-04-24,04:00:00,276.65,3.7798760000000002,100983.0,0.15
2715,2018-04-24,05:00:00,276.94,3.212704,101023.0,0.15
2716,2018-04-24,06:00:00,277.09,3.9862900000000003,101062.0,0.15
2717,2018-04-24,07:00:00,277.07,3.8939209999999997,101104.0,0.15
2718,2018-04-24,08:00:00,277.25,3.66361,101150.0,0.15
2719,2018-04-24,09:00:00,278.84,3.65414,101189.0,0.15
2720,2018-04-24,10:00:00,281.18,4.87869,101200.0,0.15
2721,2018-04-24,11:00:00,283.31,5.10651,101193.0,0.15
2722,2018-04-24,12:00:00,285.02,6.042999999999999,101184.0,0.15
2723,2018-04-24,13:00:00,286.35,6.29815,101177.0,0.15
2724,2018-04-24,14:00:00,287.25,5.88397,101165.0,0.15
2725,2018-04-24,15:00:00,287.73,6.13971,101151.0,0.15
2726,2018-04-24,16:00:00,287.76,6.707560000000001,101151.0,0.15
2727,2018-04-24,17:00:00,287.4,7.34974,101158.0,0.15
2728,2018-04-24,18:00:00,286.74,7.49229,101180.0,0.15
2729,2018-04-24,19:00:00,285.71,6.213769999999999,101214.0,0.15
2730,2018-04-24,20:00:00,283.78,5.99829,101267.0,0.15
2731,2018-04-24,21:00:00,282.05,6.30789,101331.0,0.15
2732,2018-04-24,22:00:00,280.81,5.66441,101378.0,0.15
2733,2018-04-24,23:00:00,279.75,6.2241599999999995,101398.0,0.15
2734,2018-04-24,00:00:00,278.74,5.994280000000001,101426.0,0.15
2735,2018-04-25,01:00:00,277.86,6.2961599999999995,101458.0,0.15
2736,2018-04-25,02:00:00,277.1,6.50646,101490.0,0.15
2737,2018-04-25,03:00:00,276.35,5.66964,101515.0,0.15
2738,2018-04-25,04:00:00,275.76,5.60887,101533.0,0.15
2739,2018-04-25,05:00:00,275.19,5.6131400000000005,101554.0,0.15
2740,2018-04-25,06:00:00,274.74,5.95843,101574.0,0.15
2741,2018-04-25,07:00:00,274.82,5.467230000000001,101583.0,0.15
2742,2018-04-25,08:00:00,276.12,6.0507,101577.0,0.15
2743,2018-04-25,09:00:00,278.62,6.7855300000000005,101546.0,0.15
2744,2018-04-25,10:00:00,281.41,6.647139999999999,101493.0,0.15
2745,2018-04-25,11:00:00,284.09,7.60525,101445.0,0.15
2746,2018-04-25,12:00:00,286.44,7.4793899999999995,101395.0,0.15
2747,2018-04-25,13:00:00,288.32,8.51866,101350.0,0.15
2748,2018-04-25,14:00:00,289.62,8.147910000000001,101300.0,0.15
2749,2018-04-25,15:00:00,290.43,8.65852,101251.0,0.15
2750,2018-04-25,16:00:00,290.8,8.3347,101204.0,0.15
2751,2018-04-25,17:00:00,290.67,9.08699,101151.0,0.15
2752,2018-04-25,18:00:00,290.09,8.900910000000001,101111.0,0.15
2753,2018-04-25,19:00:00,288.79,7.81227,101093.0,0.15
2754,2018-04-25,20:00:00,286.84,7.11569,101092.0,0.15
2755,2018-04-25,21:00:00,285.07,6.4665300000000006,101096.0,0.15
2756,2018-04-25,22:00:00,283.7,6.36636,101078.0,0.15
2757,2018-04-25,23:00:00,282.42,6.00277,101054.0,0.15
2758,2018-04-25,00:00:00,281.43,6.48641,101015.0,0.15
2759,2018-04-26,01:00:00,280.96,5.57255,100980.0,0.15
2760,2018-04-26,02:00:00,280.48,5.60973,100947.0,0.15
2761,2018-04-26,03:00:00,280.13,5.66297,100921.0,0.15
2762,2018-04-26,04:00:00,279.8,6.00522,100904.0,0.15
2763,2018-04-26,05:00:00,279.73,5.32325,100889.0,0.15
2764,2018-04-26,06:00:00,279.75,4.80334,100874.0,0.15
2765,2018-04-26,07:00:00,280.22,4.85712,100849.0,0.15
2766,2018-04-26,08:00:00,281.67,4.41132,100809.0,0.15
2767,2018-04-26,09:00:00,283.78,3.88519,100784.0,0.15
2768,2018-04-26,10:00:00,285.16,4.96788,100778.0,0.15
2769,2018-04-26,11:00:00,285.55,5.72863,100768.0,0.15
2770,2018-04-26,12:00:00,285.71,6.24078,100784.0,0.15
2771,2018-04-26,13:00:00,285.45,5.8094,100796.0,0.15
2772,2018-04-26,14:00:00,286.33,7.22412,100813.0,0.15
2773,2018-04-26,15:00:00,286.09,7.69763,100838.0,0.15
2774,2018-04-26,16:00:00,284.95,7.458289999999999,100869.0,0.15
2775,2018-04-26,17:00:00,284.75,7.5448,100876.0,0.15
2776,2018-04-26,18:00:00,284.97,7.1093,100897.0,0.15
2777,2018-04-26,19:00:00,285.22,6.09226,100915.0,0.15
2778,2018-04-26,20:00:00,284.99,5.89229,100945.0,0.15
2779,2018-04-26,21:00:00,284.61,6.33878,100987.0,0.15
2780,2018-04-26,22:00:00,284.33,6.56986,101024.0,0.15
2781,2018-04-26,23:00:00,284.05,6.65125,101059.0,0.15
2782,2018-04-26,00:00:00,283.83,6.97863,101069.0,0.15
2783,2018-04-27,01:00:00,283.61,6.911989999999999,101089.0,0.15
2784,2018-04-27,02:00:00,283.36,6.714739999999999,101122.0,0.15
2785,2018-04-27,03:00:00,283.02,6.29627,101156.0,0.15
2786,2018-04-27,04:00:00,282.6,6.522869999999999,101210.0,0.15
2787,2018-04-27,05:00:00,282.64,6.42969,101262.0,0.15
2788,2018-04-27,06:00:00,282.8,6.312209999999999,101299.0,0.15
2789,2018-04-27,07:00:00,282.88,6.49624,101318.0,0.15
2790,2018-04-27,08:00:00,283.02,6.810960000000001,101324.0,0.15
2791,2018-04-27,09:00:00,283.9,7.60995,101342.0,0.15
2792,2018-04-27,10:00:00,285.06,7.60952,101358.0,0.15
2793,2018-04-27,11:00:00,285.48,7.91898,101378.0,0.15
2794,2018-04-27,12:00:00,287.12,7.380510000000001,101373.0,0.15
2795,2018-04-27,13:00:00,287.27,7.13334,101362.0,0.15
2796,2018-04-27,14:00:00,287.91,6.97911,101348.0,0.15
2797,2018-04-27,15:00:00,288.06,7.71586,101343.0,0.15
2798,2018-04-27,16:00:00,287.57,7.855230000000001,101378.0,0.15
2799,2018-04-27,17:00:00,287.03,8.24877,101411.0,0.15
2800,2018-04-27,18:00:00,286.31,7.376360000000001,101449.0,0.15
2801,2018-04-27,19:00:00,285.66,6.48767,101484.0,0.15
2802,2018-04-27,20:00:00,285.14,4.82815,101509.0,0.15
2803,2018-04-27,21:00:00,283.61,5.043740000000001,101545.0,0.15
2804,2018-04-27,22:00:00,282.66,4.3716,101565.0,0.15
2805,2018-04-27,23:00:00,282.37,4.3662,101570.0,0.15
2806,2018-04-27,00:00:00,282.39,4.5089,101546.0,0.15
2807,2018-04-28,01:00:00,282.05,4.9476,101526.0,0.15
2808,2018-04-28,02:00:00,281.55,4.7392900000000004,101523.0,0.15
2809,2018-04-28,03:00:00,281.58,4.2954300000000005,101539.0,0.15
2810,2018-04-28,04:00:00,281.98,4.84219,101565.0,0.15
2811,2018-04-28,05:00:00,282.09,4.589180000000001,101595.0,0.15
2812,2018-04-28,06:00:00,282.19,5.06651,101606.0,0.15
2813,2018-04-28,07:00:00,282.27,4.96124,101591.0,0.15
2814,2018-04-28,08:00:00,282.63,4.7325,101573.0,0.15
2815,2018-04-28,09:00:00,284.55,5.33345,101546.0,0.15
2816,2018-04-28,10:00:00,286.57,6.09006,101505.0,0.15
2817,2018-04-28,11:00:00,288.26,5.2586699999999995,101448.0,0.15
2818,2018-04-28,12:00:00,289.72,5.00608,101396.0,0.15
2819,2018-04-28,13:00:00,290.87,4.81115,101349.0,0.15
2820,2018-04-28,14:00:00,291.9,3.6971,101306.0,0.15
2821,2018-04-28,15:00:00,292.38,3.45698,101260.0,0.15
2822,2018-04-28,16:00:00,292.52,3.6899550000000003,101226.0,0.15
2823,2018-04-28,17:00:00,292.21,3.3382440000000004,101181.0,0.15
2824,2018-04-28,18:00:00,291.59,3.51265,101143.0,0.15
2825,2018-04-28,19:00:00,290.55,3.77315,101125.0,0.15
2826,2018-04-28,20:00:00,288.92,5.19987,101095.0,0.15
2827,2018-04-28,21:00:00,287.32,5.08291,101090.0,0.15
2828,2018-04-28,22:00:00,286.1,5.60899,101085.0,0.15
2829,2018-04-28,23:00:00,285.22,5.81367,101019.0,0.15
2830,2018-04-28,00:00:00,284.43,5.78848,100934.0,0.15
2831,2018-04-29,01:00:00,283.59,5.416980000000001,100879.0,0.15
2832,2018-04-29,02:00:00,282.86,6.01389,100847.0,0.15
2833,2018-04-29,03:00:00,282.28,5.8867,100809.0,0.15
2834,2018-04-29,04:00:00,281.81,5.39111,100770.0,0.15
2835,2018-04-29,05:00:00,281.34,6.044980000000001,100745.0,0.15
2836,2018-04-29,06:00:00,280.94,5.90934,100717.0,0.15
2837,2018-04-29,07:00:00,280.96,5.7426699999999995,100659.0,0.15
2838,2018-04-29,08:00:00,282.3,5.7923800000000005,100590.0,0.15
2839,2018-04-29,09:00:00,284.82,5.783869999999999,100529.0,0.15
2840,2018-04-29,10:00:00,287.44,6.80947,100446.0,0.15
2841,2018-04-29,11:00:00,289.99,6.43729,100356.0,0.15
2842,2018-04-29,12:00:00,292.15,7.11227,100256.0,0.15
2843,2018-04-29,13:00:00,293.96,6.71156,100160.0,0.15
2844,2018-04-29,14:00:00,295.26,7.05278,100085.0,0.15
2845,2018-04-29,15:00:00,296.05,6.2211,100011.0,0.15
2846,2018-04-29,16:00:00,296.44,6.2246,99949.7,0.15
2847,2018-04-29,17:00:00,296.4,6.905060000000001,99879.5,0.15
2848,2018-04-29,18:00:00,295.96,5.968,99809.4,0.15
2849,2018-04-29,19:00:00,294.61,4.85944,99754.1,0.15
2850,2018-04-29,20:00:00,292.78,5.12779,99718.8,0.15
2851,2018-04-29,21:00:00,291.07,5.1858900000000006,99698.6,0.15
2852,2018-04-29,22:00:00,289.91,5.5284,99653.0,0.15
2853,2018-04-29,23:00:00,288.88,5.095280000000001,99614.2,0.15
2854,2018-04-29,00:00:00,288.01,5.92554,99589.6,0.15
2855,2018-04-30,01:00:00,287.26,6.005730000000001,99571.0,0.15
2856,2018-04-30,02:00:00,286.67,5.760619999999999,99547.1,0.15
2857,2018-04-30,03:00:00,286.31,6.18056,99521.2,0.15
2858,2018-04-30,04:00:00,286.1,5.85591,99492.0,0.15
2859,2018-04-30,05:00:00,285.85,6.34159,99469.7,0.15
2860,2018-04-30,06:00:00,285.65,6.6723,99456.8,0.15
2861,2018-04-30,07:00:00,286.06,7.5947,99446.7,0.15
2862,2018-04-30,08:00:00,287.41,7.92445,99448.7,0.15
2863,2018-04-30,09:00:00,287.27,7.68577,99457.2,0.15
2864,2018-04-30,10:00:00,288.05,8.104339999999999,99462.9,0.15
2865,2018-04-30,11:00:00,289.62,9.76472,99495.7,0.15
2866,2018-04-30,12:00:00,291.37,10.16291,99531.2,0.15
2867,2018-04-30,13:00:00,290.7,9.93246,99597.5,0.15
2868,2018-04-30,14:00:00,290.39,9.94769,99644.5,0.15
2869,2018-04-30,15:00:00,290.92,9.78864,99643.2,0.15
2870,2018-04-30,16:00:00,292.07,9.71065,99667.2,0.15
2871,2018-04-30,17:00:00,290.18,8.70235,99725.7,0.15
2872,2018-04-30,18:00:00,289.11,7.50005,99764.1,0.15
2873,2018-04-30,19:00:00,288.14,6.31325,99795.8,0.15
2874,2018-04-30,20:00:00,287.73,5.566269999999999,99814.9,0.15
2875,2018-04-30,21:00:00,287.11,3.8884,99825.0,0.15
2876,2018-04-30,22:00:00,286.38,4.77117,99870.9,0.15
2877,2018-04-30,23:00:00,285.82,4.93732,99892.4,0.15
2878,2018-04-30,00:00:00,285.54,3.87605,99894.5,0.15
2879,2018-05-01,01:00:00,285.28,4.2054599999999995,99906.5,0.15
2880,2018-05-01,02:00:00,285.05,3.121167,99918.9,0.15
2881,2018-05-01,03:00:00,284.76,3.8033099999999997,99910.4,0.15
2882,2018-05-01,04:00:00,284.39,3.6964099999999998,99904.6,0.15
2883,2018-05-01,05:00:00,284.01,4.59427,99894.6,0.15
2884,2018-05-01,06:00:00,283.79,5.08186,99863.6,0.15
2885,2018-05-01,07:00:00,283.58,5.69897,99813.1,0.15
2886,2018-05-01,08:00:00,283.62,5.26011,99748.1,0.15
2887,2018-05-01,09:00:00,283.69,4.00499,99700.2,0.15
2888,2018-05-01,10:00:00,283.8,4.1005400000000005,99670.3,0.15
2889,2018-05-01,11:00:00,283.95,4.56476,99655.5,0.15
2890,2018-05-01,12:00:00,285.11,4.85115,99660.5,0.15
2891,2018-05-01,13:00:00,286.67,6.22162,99655.5,0.15
2892,2018-05-01,14:00:00,288.49,6.14269,99634.2,0.15
2893,2018-05-01,15:00:00,287.9,6.88086,99628.8,0.15
2894,2018-05-01,16:00:00,287.35,5.4153,99626.7,0.15
2895,2018-05-01,17:00:00,288.22,6.298430000000001,99594.9,0.15
2896,2018-05-01,18:00:00,288.26,6.18624,99575.4,0.15
2897,2018-05-01,19:00:00,287.57,4.9302,99579.9,0.15
